cluster,cluster_description,cluster_weight,cluster_ef_sample,cluster_n_sample,cluster_count,cluster_desc_relative
312.0,-3.224156079948338 <= num__age <= -0.066212 AND -1.4736736092984604 <= num__parch <= 0.146978 AND 0.5 <= cat__class_Second <= 2.0 AND -1.0 <= bool__adult_male_1 <= 0.5,8.895645645645645,0.7777777777777778,9.0,1.0,"num__age = Percentile 20, num__parch = Percentile 20, cat__class_Second = Percentile 100, bool__adult_male_1 = Percentile 20."
313.0,-1.0 <= bool__adult_male_0 <= 0.5 AND -3.224156079948338 <= num__age <= 1.547634 AND -2.566106925889158 <= num__pclass <= -0.967736 AND 0.5 <= bool__alone_0 <= 2.0 AND 0.5 <= cat__deck_C <= 2.0 AND -0.020876 <= num__sibsp <= 7.784163299176891,6.371744471744472,0.2727272727272727,11.0,1.0,"bool__adult_male_0 = Percentile 20, num__age = Percentile 20, num__pclass = Percentile 20, bool__alone_0 = Percentile 100, cat__deck_C = Percentile 100, num__sibsp = Percentile 100."
314.0,-1.0 <= bool__adult_male_0 <= 0.5 AND -3.224156079948338 <= num__age <= 1.547634 AND -2.566106925889158 <= num__pclass <= -0.967736 AND 0.5 <= bool__alone_0 <= 2.0 AND -1.0 <= cat__deck_C <= 0.5 AND -0.020876 <= num__sibsp <= 7.784163299176891,8.576833976833978,0.7142857142857143,7.0,1.0,"bool__adult_male_0 = Percentile 20, num__age = Percentile 20, num__pclass = Percentile 20, bool__alone_0 = Percentile 100, cat__deck_C = Percentile 20, num__sibsp = Percentile 100."
315.0,-1.0 <= cat__embarked_C <= 0.5 AND -0.527312 <= num__age <= 4.891554451560014 AND 0.229006 <= num__pclass <= 1.82737724386597 AND -1.0 <= bool__alone_0 <= 0.5 AND 0.5 <= cat__sex_female <= 2.0 AND -1.0 <= cat__embarked_S <= 0.5,8.756081081081081,0.75,8.0,1.0,"cat__embarked_C = Percentile 20, num__age = Percentile 100, num__pclass = Percentile 100, bool__alone_0 = Percentile 20, cat__sex_female = Percentile 100, cat__embarked_S = Percentile 20."
316.0,-1.0 <= cat__embarked_C <= 0.5 AND -0.527312 <= num__age <= 4.891554451560014 AND 0.229006 <= num__pclass <= 1.82737724386597 AND 0.5 <= bool__alone_0 <= 2.0 AND 0.5 <= cat__sex_female <= 2.0 AND -1.0 <= cat__embarked_S <= 0.5,8.753378378378379,0.75,4.0,1.0,"cat__embarked_C = Percentile 20, num__age = Percentile 100, num__pclass = Percentile 100, bool__alone_0 = Percentile 100, cat__sex_female = Percentile 100, cat__embarked_S = Percentile 20."
317.0,0.5 <= bool__adult_male_0 <= 2.0 AND -0.494601 <= num__fare <= -0.367836 AND 0.5 <= cat__deck_C <= 2.0 AND 0.5 <= cat__class_Third <= 2.0 AND -1.0 <= cat__embarked_Q <= 0.5,8.059694477085783,0.6086956521739131,23.0,1.0,"bool__adult_male_0 = Percentile 100, num__fare = Percentile 60, cat__deck_C = Percentile 100, cat__class_Third = Percentile 100, cat__embarked_Q = Percentile 20."
318.0,0.5 <= bool__adult_male_0 <= 2.0 AND -0.494601 <= num__fare <= -0.367836 AND 0.5 <= cat__deck_C <= 2.0 AND 0.5 <= cat__class_Third <= 2.0 AND 0.5 <= cat__embarked_Q <= 2.0,9.4512012012012,0.8888888888888888,9.0,1.0,"bool__adult_male_0 = Percentile 100, num__fare = Percentile 60, cat__deck_C = Percentile 100, cat__class_Third = Percentile 100, cat__embarked_Q = Percentile 100."
319.0,0.587011 <= num__age <= 4.891554451560014 AND -2.566106925889158 <= num__pclass <= 0.229006 AND -1.0 <= cat__class_Second <= 0.5 AND 0.5 <= cat__sex_female <= 2.0,10.016216216216216,1.0,23.0,1.0,"num__age = Percentile 100, num__pclass = Percentile 40, cat__class_Second = Percentile 20, cat__sex_female = Percentile 100."
320.0,0.932835 <= num__age <= 4.891554451560014 AND -2.566106925889158 <= num__pclass <= 0.229006 AND 0.5 <= cat__class_Second <= 2.0 AND 0.5 <= cat__sex_female <= 2.0,9.007432432432433,0.8,10.0,1.0,"num__age = Percentile 100, num__pclass = Percentile 40, cat__class_Second = Percentile 100, cat__sex_female = Percentile 100."
321.0,0.587011 <= num__age <= 0.932835 AND -2.566106925889158 <= num__pclass <= 0.229006 AND 0.5 <= cat__class_Second <= 2.0 AND 0.5 <= cat__sex_female <= 2.0,9.004054054054054,0.8,5.0,1.0,"num__age = Percentile 100, num__pclass = Percentile 40, cat__class_Second = Percentile 100, cat__sex_female = Percentile 100."
322.0,-0.115482 <= num__fare <= 10.667166525013505 AND -3.224156079948338 <= num__age <= -0.027788 AND -2.566106925889158 <= num__pclass <= -0.967736 AND -1.0 <= bool__alone_0 <= 0.5 AND 0.5 <= cat__who_man <= 2.0,6.507432432432433,0.3,10.0,1.0,"num__fare = Percentile 100, num__age = Percentile 20, num__pclass = Percentile 20, bool__alone_0 = Percentile 20, cat__who_man = Percentile 100."
323.0,-1.0 <= cat__embark_town_Cherbourg <= 0.5 AND -1.4736736092984604 <= num__parch <= 1.388282 AND 0.5 <= cat__deck_C <= 2.0 AND -1.0 <= cat__class_Third <= 0.5 AND -1.0 <= bool__adult_male_1 <= 0.5 AND -1.0 <= cat__class_First <= 0.5,9.418622280817402,0.8780487804878049,41.0,1.0,"cat__embark_town_Cherbourg = Percentile 20, num__parch = Percentile 80, cat__deck_C = Percentile 100, cat__class_Third = Percentile 20, bool__adult_male_1 = Percentile 20, cat__class_First = Percentile 20."
324.0,-1.0 <= cat__embark_town_Cherbourg <= 0.5 AND 1.388282 <= num__parch <= 7.974147318082627 AND 0.5 <= cat__deck_C <= 2.0 AND -1.0 <= cat__class_Third <= 0.5 AND -1.0 <= bool__adult_male_1 <= 0.5 AND -1.0 <= cat__class_First <= 0.5,10.005405405405405,1.0,7.0,1.0,"cat__embark_town_Cherbourg = Percentile 20, num__parch = Percentile 100, cat__deck_C = Percentile 100, cat__class_Third = Percentile 20, bool__adult_male_1 = Percentile 20, cat__class_First = Percentile 20."
325.0,-3.224156079948338 <= num__age <= -0.143062 AND -1.0 <= cat__class_Second <= 0.5 AND 0.5 <= cat__embark_town_Southampton <= 2.0 AND 0.5 <= cat__class_Third <= 2.0 AND 0.5 <= cat__who_woman <= 2.0,7.790615615615615,0.5555555555555556,18.0,1.0,"num__age = Percentile 20, cat__class_Second = Percentile 20, cat__embark_town_Southampton = Percentile 100, cat__class_Third = Percentile 100, cat__who_woman = Percentile 100."
326.0,-3.224156079948338 <= num__age <= 1.12496 AND -1.0 <= cat__class_Second <= 0.5 AND 0.5 <= cat__embark_town_Southampton <= 2.0 AND -1.0 <= cat__class_Third <= 0.5 AND 0.5 <= cat__who_woman <= 2.0,10.010135135135135,1.0,14.0,1.0,"num__age = Percentile 20, cat__class_Second = Percentile 20, cat__embark_town_Southampton = Percentile 100, cat__class_Third = Percentile 20, cat__who_woman = Percentile 100."
327.0,-1.0 <= bool__adult_male_0 <= 0.5 AND 0.057845 <= num__fare <= 0.659913 AND 0.5 <= cat__embark_town_Cherbourg <= 2.0,7.148262548262549,0.42857142857142855,7.0,1.0,"bool__adult_male_0 = Percentile 20, num__fare = Percentile 100, cat__embark_town_Cherbourg = Percentile 100."
328.0,-2.566106925889158 <= num__pclass <= 0.229006 AND 0.5 <= cat__class_Second <= 2.0 AND -1.0 <= cat__who_man <= 0.5 AND 0.5 <= cat__who_child <= 2.0,10.008783783783784,1.0,12.0,1.0,"num__pclass = Percentile 40, cat__class_Second = Percentile 100, cat__who_man = Percentile 20, cat__who_child = Percentile 100."
329.0,-1.0 <= cat__embark_town_Cherbourg <= 0.5 AND -1.0 <= cat__deck_C <= 0.5 AND -1.0 <= cat__class_Third <= 0.5 AND -1.0 <= bool__adult_male_1 <= 0.5 AND -1.0 <= cat__class_First <= 0.5,8.336036036036035,0.6666666666666666,3.0,1.0,"cat__embark_town_Cherbourg = Percentile 20, cat__deck_C = Percentile 20, cat__class_Third = Percentile 20, bool__adult_male_1 = Percentile 20, cat__class_First = Percentile 20."
330.0,0.779136 <= num__age <= 4.891554451560014 AND 0.146978 <= num__parch <= 7.974147318082627 AND -2.566106925889158 <= num__pclass <= 0.229006 AND 0.5 <= cat__sex_female <= 2.0,10.009459459459459,1.0,13.0,1.0,"num__age = Percentile 100, num__parch = Percentile 100, num__pclass = Percentile 40, cat__sex_female = Percentile 100."
